location,location_name,type,quantile,value,target_end_date,forecast_date,target,board_name,submission_date,horizon
GM,Germany,quantile,0.45,194633.1,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.5,205493.5,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.55,217537.6,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.6,232861,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.65,249337.05,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.7,269704.5,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.75,297585.5,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.8,344399.2,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.85,399484,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.9,517139.7,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.95,732572.349999999,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.975,1073962.025,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.99,1689384.23,2021-01-23,2021-01-11,2 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.01,43035.12,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.025,70049.9,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.05,87956.75,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.1,112129.2,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.15,128300.8,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.2,144153.2,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.25,157315,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.3,172911.1,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.35,185435.65,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.4,202330.2,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.45,217746.2,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.5,234508.5,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.55,258934.75,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.6,292322,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.65,318299.55,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.7,364021.7,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.75,427675.5,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.8,510944.2,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.85,655806.5,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.9,973897.8,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.95,1593245.95,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.975,2338076.15,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.99,3224586.91,2021-01-30,2021-01-11,3 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.01,21817.29,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.025,40284.55,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.05,57263.85,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.1,84548.3,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.15,102156.85,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.2,121699.2,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.25,138254.25,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.3,151473.6,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.35,169294.8,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.4,191089.2,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.45,211914.7,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.5,242752,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.55,271477.1,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.6,309512.6,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.65,364367.350000001,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.7,437470.7,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.75,525996.000000001,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.8,653579.2,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.85,925067.45,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.9,1366554,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.95,2089394.35,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.975,3239340.6,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.99,4077527.08,2021-02-06,2021-01-11,4 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.01,3922.35,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.025,4346.425,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.05,4685.9,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.1,4976.9,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.15,5224.7,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.2,5395,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.25,5542.75,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.3,5691.7,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.35,5855.3,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.4,6009.6,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.45,6173.2,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.5,6337.5,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.55,6483.9,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.6,6629.2,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.65,6785,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.7,6913.3,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.75,7064.5,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.8,7266.2,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.85,7522.3,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.9,7996.6,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.95,9086.1,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.975,10136.125,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.99,11510.36,2021-01-16,2021-01-11,1 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,1
GM,Germany,quantile,0.01,3833.26,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.025,4251.825,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.05,4663.6,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.1,5423.8,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.15,5878.7,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.2,6231,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.25,6540.5,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.3,6780.6,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.35,7086.1,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.4,7430.8,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.45,7694.75,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.5,7978,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.55,8311,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.6,8606.6,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.65,8838.4,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.7,9248.2,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.75,9664.5,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.8,10356.6,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.85,11388.15,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.9,13139.2,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.95,16447.75,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.975,22486.25,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.99,27912.78,2021-01-23,2021-01-11,2 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,2
GM,Germany,quantile,0.01,3163.85,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.025,3662.85,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.05,4516.45,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.1,5662,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.15,6253.35,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.2,6695.8,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.25,7265.25,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.3,7725.5,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.35,8230.9,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.4,8727.6,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.45,9235.8,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.5,9793,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.55,10228.4,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.6,10872.4,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.65,11800.8,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.7,12778.6,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.75,14265.75,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.8,15686.8,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.85,17805.3,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.9,21914.1,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.95,29764.15,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.975,37180.375,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.99,47630.05,2021-01-30,2021-01-11,3 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,3
GM,Germany,quantile,0.01,2096.96,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.025,2783.575,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.05,3752.7,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.1,4830.1,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.15,5680.85,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.2,6387,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.25,7108.75,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.3,7652,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.35,8429.5,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.4,9088,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.45,9764.85,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.5,10529.5,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.55,11531.45,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.6,12568.4,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.65,14178.75,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.7,15477.7,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.75,17570.25,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.8,19982,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.85,23070,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.9,29356.2,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.95,41227.4,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.975,49444.325,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
GM,Germany,quantile,0.99,55854.3,2021-02-06,2021-01-11,4 wk ahead inc death,Crowd-Rt-Forecast,2021-01-11,4
PL,Poland,quantile,0.01,35992.02,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.025,40640.525,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.05,44464.2,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.1,49369.8,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.15,53680.2,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.2,55733.6,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.25,57664.75,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.3,60532.8,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.35,62587.05,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.4,64572,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.45,66090.15,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.5,67869.5,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.55,69903.3,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.6,72178.2,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.65,74251.1,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.7,76842.5,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.75,80088,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.8,83497.6,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.85,88884.05,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.9,96271.4,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
PL,Poland,quantile,0.95,114236.25,2021-01-16,2021-01-11,1 wk ahead inc case,Crowd-Rt-Forecast,2021-01-11,1
